name,country,subcountry,geonameid,timezone
Nowy Sącz,Poland,Lesser Poland,763534,Europe/Warsaw
Nowy Dwór Mazowiecki,Poland,Mazovia,763556,Europe/Warsaw
Nisko,Poland,Subcarpathia,763829,Europe/Warsaw
Mrągowo,Poland,Warmia-Masuria,764312,Europe/Warsaw
Mokotów,Poland,Mazovia,764484,Europe/Warsaw
Mława,Poland,Mazovia,764634,Europe/Warsaw
Mińsk Mazowiecki,Poland,Mazovia,764679,Europe/Warsaw
Milanówek,Poland,Mazovia,764749,Europe/Warsaw
Mielec,Poland,Subcarpathia,764849,Europe/Warsaw
Międzyrzec Podlaski,Poland,Lublin,764862,Europe/Warsaw
Marki,Poland,Mazovia,765191,Europe/Warsaw
Łuków,Poland,Lublin,765749,Europe/Warsaw
Lublin,Poland,Lublin,765876,Europe/Warsaw
Lubartów,Poland,Lublin,765927,Europe/Warsaw
Łomża,Poland,Podlasie,766027,Europe/Warsaw
Łomianki,Poland,Mazovia,766042,Europe/Warsaw
Lidzbark Warmiński,Poland,Warmia-Masuria,766307,Europe/Warsaw
Legionowo,Poland,Mazovia,766555,Europe/Warsaw
Łęczna,Poland,Lublin,766583,Europe/Warsaw
Łapy,Poland,Podlasie,766783,Europe/Warsaw
Łańcut,Poland,Subcarpathia,766810,Europe/Warsaw
Krosno,Poland,Subcarpathia,767470,Europe/Warsaw
Krasnystaw,Poland,Lublin,767605,Europe/Warsaw
Kraśnik,Poland,Lublin,767623,Europe/Warsaw
Kozienice,Poland,Mazovia,767814,Europe/Warsaw
Konstancin-Jeziorna,Poland,Mazovia,768216,Europe/Warsaw
Końskie,Poland,Swietokrzyskie,768218,Europe/Warsaw
Kobyłka,Poland,Mazovia,768905,Europe/Warsaw
Kielce,Poland,Swietokrzyskie,769250,Europe/Warsaw
Kętrzyn,Poland,Warmia-Masuria,769274,Europe/Warsaw
Kabaty,Poland,Mazovia,769893,Europe/Warsaw
Józefów,Poland,Mazovia,769981,Europe/Warsaw
Jędrzejów,Poland,Swietokrzyskie,770157,Europe/Warsaw
Jasło,Poland,Subcarpathia,770293,Europe/Warsaw
Jarosław,Poland,Subcarpathia,770380,Europe/Warsaw
Hrubieszów,Poland,Lublin,770966,Europe/Warsaw
Hajnówka,Poland,Podlasie,771158,Europe/Warsaw
Grodzisk Mazowiecki,Poland,Mazovia,771401,Europe/Warsaw
Grajewo,Poland,Podlasie,771506,Europe/Warsaw
Gorlice,Poland,Lesser Poland,771804,Europe/Warsaw
Giżycko,Poland,Warmia-Masuria,772195,Europe/Warsaw
Gierłoż,Poland,Warmia-Masuria,772227,Europe/Warsaw
Garwolin,Poland,Mazovia,772339,Europe/Warsaw
Ełk,Poland,Warmia-Masuria,772621,Europe/Warsaw
Działdowo,Poland,Warmia-Masuria,772748,Europe/Warsaw
Dęblin,Poland,Lublin,773357,Europe/Warsaw
Dębica,Poland,Subcarpathia,773380,Europe/Warsaw
Ciechanów,Poland,Mazovia,774208,Europe/Warsaw
Chełm,Poland,Lublin,774558,Europe/Warsaw
Busko-Zdrój,Poland,Swietokrzyskie,774747,Europe/Warsaw
Brzesko,Poland,Lesser Poland,775183,Europe/Warsaw
Bochnia,Poland,Lesser Poland,775758,Europe/Warsaw
Biłgoraj,Poland,Lublin,775922,Europe/Warsaw
Bieńczyce,Poland,Lesser Poland,775984,Europe/Warsaw
Bielsk Podlaski,Poland,Podlasie,775986,Europe/Warsaw
Bielany,Poland,Mazovia,776029,Europe/Warsaw
Białystok,Poland,Podlasie,776069,Europe/Warsaw
Białołeka,Poland,Mazovia,776103,Europe/Warsaw
Biała Podlaska,Poland,Lublin,776175,Europe/Warsaw
Bemowo,Poland,Mazovia,776251,Europe/Warsaw
Bartoszyce,Poland,Warmia-Masuria,776337,Europe/Warsaw
Augustów,Poland,Podlasie,776597,Europe/Warsaw
Żywiec,Poland,Silesia,3079855,Europe/Warsaw
Żory,Poland,Silesia,3080004,Europe/Warsaw
Złotów,Poland,Greater Poland,3080071,Europe/Warsaw
Złotoryja,Poland,Lower Silesia,3080074,Europe/Warsaw
Zielona Góra,Poland,Lubusz,3080165,Europe/Warsaw
Zgorzelec,Poland,Lower Silesia,3080231,Europe/Warsaw
Zgierz,Poland,Lodz Voivodeship,3080251,Europe/Warsaw
Zduńska Wola,Poland,Lodz Voivodeship,3080414,Europe/Warsaw
Zawiercie,Poland,Silesia,3080526,Europe/Warsaw
Żary,Poland,Lubusz,3080644,Europe/Warsaw
Zakopane,Poland,Lesser Poland,3080866,Europe/Warsaw
Żagań,Poland,Lubusz,3080944,Europe/Warsaw
Zabrze,Poland,Silesia,3080985,Europe/Warsaw
Ząbkowice Śląskie,Poland,Lower Silesia,3081046,Europe/Warsaw
Wrzeszcz,Poland,Pomerania,3081318,Europe/Warsaw
Września,Poland,Greater Poland,3081324,Europe/Warsaw
Wrocław,Poland,Lower Silesia,3081368,Europe/Warsaw
Wodzisław Śląski,Poland,Silesia,3081677,Europe/Warsaw
Włocławek,Poland,Kujawsko-Pomorskie,3081741,Europe/Warsaw
Wieluń,Poland,Lodz Voivodeship,3082197,Europe/Warsaw
Wejherowo,Poland,Pomerania,3082473,Europe/Warsaw
Wałcz,Poland,West Pomerania,3082704,Europe/Warsaw
Wałbrzych,Poland,Lower Silesia,3082707,Europe/Warsaw
Wągrowiec,Poland,Greater Poland,3082712,Europe/Warsaw
Wadowice,Poland,Lesser Poland,3082722,Europe/Warsaw
Ustroń,Poland,Silesia,3082751,Europe/Warsaw
Ustka,Poland,Pomerania,3082756,Europe/Warsaw
Tychy,Poland,Silesia,3082914,Europe/Warsaw
Turek,Poland,Greater Poland,3082998,Europe/Warsaw
Trzebinia,Poland,Lesser Poland,3083111,Europe/Warsaw
Trzcianka,Poland,Greater Poland,3083185,Europe/Warsaw
Toruń,Poland,Kujawsko-Pomorskie,3083271,Europe/Warsaw
Tczew,Poland,Pomerania,3083426,Europe/Warsaw
Tarnowskie Góry,Poland,Silesia,3083440,Europe/Warsaw
Szczecinek,Poland,West Pomerania,3083826,Europe/Warsaw
Szczecin,Poland,West Pomerania,3083829,Europe/Warsaw
Szamotuły,Poland,Greater Poland,3083878,Europe/Warsaw
Świnoujście,Poland,West Pomerania,3083955,Europe/Warsaw
Świętochłowice,Poland,Silesia,3083988,Europe/Warsaw
Świebodzin,Poland,Lubusz,3084062,Europe/Warsaw
Świecie,Poland,Kujawsko-Pomorskie,3084074,Europe/Warsaw
Świebodzice,Poland,Lower Silesia,3084084,Europe/Warsaw
Świdwin,Poland,West Pomerania,3084085,Europe/Warsaw
Świdnica,Poland,Lower Silesia,3084093,Europe/Warsaw
Swarzędz,Poland,Greater Poland,3084130,Europe/Warsaw
Sulechów,Poland,Lubusz,3084241,Europe/Warsaw
Strzelce Opolskie,Poland,Opole Voivodeship,3084415,Europe/Warsaw
Strzegom,Poland,Lower Silesia,3084440,Europe/Warsaw
Starogard Gdański,Poland,Pomerania,3084826,Europe/Warsaw
Stargard,Poland,West Pomerania,3084840,Europe/Warsaw
Środa Wielkopolska,Poland,Greater Poland,3085045,Europe/Warsaw
Śrem,Poland,Greater Poland,3085056,Europe/Warsaw
Sosnowiec,Poland,Silesia,3085128,Europe/Warsaw
Sopot,Poland,Pomerania,3085151,Europe/Warsaw
Solec Kujawski,Poland,Kujawsko-Pomorskie,3085172,Europe/Warsaw
Słupsk,Poland,Pomerania,3085450,Europe/Warsaw
Słubice,Poland,Lubusz,3085495,Europe/Warsaw
Skawina,Poland,Lesser Poland,3085807,Europe/Warsaw
Sierpc,Poland,Mazovia,3085941,Europe/Warsaw
Sieradz,Poland,Lodz Voivodeship,3085978,Europe/Warsaw
Siemianowice Śląskie,Poland,Silesia,3086024,Europe/Warsaw
Rypin,Poland,Kujawsko-Pomorskie,3086511,Europe/Warsaw
Rydułtowy,Poland,Silesia,3086531,Europe/Warsaw
Rybnik,Poland,Silesia,3086586,Europe/Warsaw
Rumia,Poland,Pomerania,3086706,Europe/Warsaw
Ruda Śląska,Poland,Silesia,3086800,Europe/Warsaw
Reda,Poland,Pomerania,3087281,Europe/Warsaw
Rawicz,Poland,Greater Poland,3087307,Europe/Warsaw
Radzionków,Poland,Silesia,3087418,Europe/Warsaw
Radomsko,Poland,Lodz Voivodeship,3087497,Europe/Warsaw
Radlin,Poland,Silesia,3087529,Europe/Warsaw
Racibórz,Poland,Silesia,3087584,Europe/Warsaw
Pyskowice,Poland,Silesia,3087628,Europe/Warsaw
Pszczyna,Poland,Silesia,3087705,Europe/Warsaw
Pruszcz Gdański,Poland,Pomerania,3088034,Europe/Warsaw
Prudnik,Poland,Opole Voivodeship,3088065,Europe/Warsaw
Poznań,Poland,Greater Poland,3088171,Europe/Warsaw
Polkowice,Poland,Lower Silesia,3088435,Europe/Warsaw
Police,Poland,West Pomerania,3088461,Europe/Warsaw
Płock,Poland,Mazovia,3088825,Europe/Warsaw
Pleszew,Poland,Greater Poland,3088848,Europe/Warsaw
Piotrków Trybunalski,Poland,Lodz Voivodeship,3088972,Europe/Warsaw
Piła,Poland,Greater Poland,3089033,Europe/Warsaw
Piekary Śląskie,Poland,Silesia,3089125,Europe/Warsaw
Pabianice,Poland,Lodz Voivodeship,3089578,Europe/Warsaw
Ozorków,Poland,Lodz Voivodeship,3089582,Europe/Warsaw
Oświęcim,Poland,Lesser Poland,3089658,Europe/Warsaw
Ostrów Wielkopolski,Poland,Greater Poland,3089684,Europe/Warsaw
Ostróda,Poland,Warmia-Masuria,3089779,Europe/Warsaw
Osowa,Poland,Pomerania,3089823,Europe/Warsaw
Orzesze,Poland,Silesia,3089965,Europe/Warsaw
Opole,Poland,Opole Voivodeship,3090048,Europe/Warsaw
Olkusz,Poland,Lesser Poland,3090146,Europe/Warsaw
Oleśnica,Poland,Lower Silesia,3090170,Europe/Warsaw
Oława,Poland,Lower Silesia,3090205,Europe/Warsaw
Oborniki,Poland,Greater Poland,3090403,Europe/Warsaw
Nysa,Poland,Opole Voivodeship,3090436,Europe/Warsaw
Nowy Tomyśl,Poland,Greater Poland,3090452,Europe/Warsaw
Nowogard,Poland,West Pomerania,3090558,Europe/Warsaw
Nowa Sól,Poland,Lubusz,3090764,Europe/Warsaw
Nowa Ruda,Poland,Lower Silesia,3090768,Europe/Warsaw
Namysłów,Poland,Opole Voivodeship,3091141,Europe/Warsaw
Nakło nad Notecią,Poland,Kujawsko-Pomorskie,3091150,Europe/Warsaw
Myszków,Poland,Silesia,3091217,Europe/Warsaw
Mysłowice,Poland,Silesia,3091232,Europe/Warsaw
Myślenice,Poland,Lesser Poland,3091256,Europe/Warsaw
Mikołów,Poland,Silesia,3091831,Europe/Warsaw
Międzyrzecz,Poland,Lubusz,3091969,Europe/Warsaw
Malbork,Poland,Pomerania,3092472,Europe/Warsaw
Luboń,Poland,Greater Poland,3092856,Europe/Warsaw
Lubliniec,Poland,Silesia,3092906,Europe/Warsaw
Lubin,Poland,Lower Silesia,3092931,Europe/Warsaw
Lubań,Poland,Lower Silesia,3093040,Europe/Warsaw
Łowicz,Poland,Lodz Voivodeship,3093066,Europe/Warsaw
Łódź,Poland,Lodz Voivodeship,3093133,Europe/Warsaw
Libiąż,Poland,Lesser Poland,3093457,Europe/Warsaw
Leszno,Poland,Greater Poland,3093524,Europe/Warsaw
Legnica,Poland,Lower Silesia,3093692,Europe/Warsaw
Lędziny,Poland,Silesia,3093708,Europe/Warsaw
Łęczyca,Poland,Lodz Voivodeship,3093726,Europe/Warsaw
Lębork,Poland,Pomerania,3093739,Europe/Warsaw
Łaziska Górne,Poland,Silesia,3093785,Europe/Warsaw
Łask,Poland,Lodz Voivodeship,3093902,Europe/Warsaw
Kwidzyn,Poland,Pomerania,3094086,Europe/Warsaw
Kutno,Poland,Lodz Voivodeship,3094170,Europe/Warsaw
Krotoszyn,Poland,Greater Poland,3094625,Europe/Warsaw
Krapkowice,Poland,Opole Voivodeship,3094788,Europe/Warsaw
Kraków,Poland,Lesser Poland,3094802,Europe/Warsaw
Koszalin,Poland,West Pomerania,3095049,Europe/Warsaw
Kostrzyn nad Odrą,Poland,Lubusz,3095057,Europe/Warsaw
Kościerzyna,Poland,Pomerania,3095126,Europe/Warsaw
Kościan,Poland,Greater Poland,3095151,Europe/Warsaw
Konstantynów Łódzki,Poland,Lodz Voivodeship,3095277,Europe/Warsaw
Konin,Poland,Greater Poland,3095321,Europe/Warsaw
Kołobrzeg,Poland,West Pomerania,3095795,Europe/Warsaw
Koło,Poland,Greater Poland,3095797,Europe/Warsaw
Knurów,Poland,Silesia,3095971,Europe/Warsaw
Kluczbork,Poland,Opole Voivodeship,3096003,Europe/Warsaw
Kłodzko,Poland,Lower Silesia,3096053,Europe/Warsaw
Kęty,Poland,Lesser Poland,3096328,Europe/Warsaw
Kędzierzyn-Koźle,Poland,Opole Voivodeship,3096372,Europe/Warsaw
Katowice,Poland,Silesia,3096472,Europe/Warsaw
Kartuzy,Poland,Pomerania,3096525,Europe/Warsaw
Kamienna Góra,Poland,Lower Silesia,3096779,Europe/Warsaw
Kalisz,Poland,Greater Poland,3096880,Europe/Warsaw
Jelenia Góra,Poland,Lower Silesia,3097257,Europe/Warsaw
Jelcz,Poland,Lower Silesia,3097271,Europe/Warsaw
Jaworzno,Poland,Silesia,3097333,Europe/Warsaw
Jawor,Poland,Lower Silesia,3097367,Europe/Warsaw
Jastrzębie Zdrój,Poland,Silesia,3097391,Europe/Warsaw
Jarocin,Poland,Greater Poland,3097528,Europe/Warsaw
Inowrocław,Poland,Kujawsko-Pomorskie,3097872,Europe/Warsaw
Iława,Poland,Warmia-Masuria,3097902,Europe/Warsaw
Gubin,Poland,Lubusz,3098130,Europe/Warsaw
Grzegórzki,Poland,Lesser Poland,3098171,Europe/Warsaw
Gryfino,Poland,West Pomerania,3098200,Europe/Warsaw
Gryfice,Poland,West Pomerania,3098201,Europe/Warsaw
Grudziądz,Poland,Kujawsko-Pomorskie,3098218,Europe/Warsaw
Gostynin,Poland,Mazovia,3098619,Europe/Warsaw
Gostyń,Poland,Greater Poland,3098625,Europe/Warsaw
Gorzów Wielkopolski,Poland,Lubusz,3098722,Europe/Warsaw
Goleniów,Poland,West Pomerania,3098966,Europe/Warsaw
Gniezno,Poland,Greater Poland,3099112,Europe/Warsaw
Głuchołazy,Poland,Opole Voivodeship,3099169,Europe/Warsaw
Głowno,Poland,Lodz Voivodeship,3099180,Europe/Warsaw
Głogów,Poland,Lower Silesia,3099213,Europe/Warsaw
Gliwice,Poland,Silesia,3099230,Europe/Warsaw
Gdynia,Poland,Pomerania,3099424,Europe/Warsaw
Gdańsk,Poland,Pomerania,3099434,Europe/Warsaw
Fordon,Poland,Kujawsko-Pomorskie,3099654,Europe/Warsaw
Elbląg,Poland,Warmia-Masuria,3099759,Europe/Warsaw
Dzierżoniów,Poland,Lower Silesia,3099828,Europe/Warsaw
Dąbrowa Górnicza,Poland,Silesia,3100796,Europe/Warsaw
Częstochowa,Poland,Silesia,3100946,Europe/Warsaw
Czerwionka-Leszczyny,Poland,Silesia,3100974,Europe/Warsaw
Czeladź,Poland,Silesia,3101057,Europe/Warsaw
Czechowice-Dziedzice,Poland,Silesia,3101076,Europe/Warsaw
Cieszyn,Poland,Silesia,3101321,Europe/Warsaw
Chrzanów,Poland,Lesser Poland,3101547,Europe/Warsaw
Choszczno,Poland,West Pomerania,3101613,Europe/Warsaw
Chorzów,Poland,Silesia,3101619,Europe/Warsaw
Chojnice,Poland,Pomerania,3101672,Europe/Warsaw
Chodzież,Poland,Greater Poland,3101680,Europe/Warsaw
Chełmża,Poland,Kujawsko-Pomorskie,3101787,Europe/Warsaw
Chełmno,Poland,Kujawsko-Pomorskie,3101795,Europe/Warsaw
Bytów,Poland,Pomerania,3101943,Europe/Warsaw
Bytom,Poland,Silesia,3101950,Europe/Warsaw
Bydgoszcz,Poland,Kujawsko-Pomorskie,3102014,Europe/Warsaw
Brzeg,Poland,Opole Voivodeship,3102459,Europe/Warsaw
Brodnica,Poland,Kujawsko-Pomorskie,3102627,Europe/Warsaw
Braniewo,Poland,Warmia-Masuria,3102677,Europe/Warsaw
Bolesławiec,Poland,Lower Silesia,3102987,Europe/Warsaw
Boguszów-Gorce,Poland,Lower Silesia,3103034,Europe/Warsaw
Bogatynia,Poland,Lower Silesia,3103096,Europe/Warsaw
Bieruń,Poland,Silesia,3103365,Europe/Warsaw
Bielsko-Biala,Poland,Silesia,3103402,Europe/Warsaw
Bielawa,Poland,Lower Silesia,3103476,Europe/Warsaw
Białogard,Poland,West Pomerania,3103556,Europe/Warsaw
Bełchatów,Poland,Lodz Voivodeship,3103709,Europe/Warsaw
Będzin,Poland,Silesia,3103719,Europe/Warsaw
Andrychów,Poland,Lesser Poland,3104115,Europe/Warsaw
Aleksandrów Łódzki,Poland,Lodz Voivodeship,3104132,Europe/Warsaw
Ursynów,Poland,Mazovia,6545326,Europe/Warsaw
Praga Północ,Poland,Mazovia,6545347,Europe/Warsaw
Praga Południe,Poland,Mazovia,6545348,Europe/Warsaw
Jelcz Laskowice,Poland,Lower Silesia,7303641,Europe/Warsaw
Chełm,Poland,Pomerania,8426032,Europe/Warsaw
Piecki-Migowo,Poland,Pomerania,8426039,Europe/Warsaw
Przymorze Wielkie,Poland,Pomerania,8426041,Europe/Warsaw
Środmieście,Poland,Pomerania,8426045,Europe/Warsaw
Ujeścisko-Łostowice,Poland,Pomerania,8426046,Europe/Warsaw
Wrzeszcz Dolny,Poland,Pomerania,8426048,Europe/Warsaw
Wrzeszcz Górny,Poland,Pomerania,8426050,Europe/Warsaw
Drzetowo-Grabowo,Poland,West Pomerania,8426082,Europe/Warsaw
Świerczewo,Poland,West Pomerania,8426094,Europe/Warsaw
Osiedle Kosmonautów,Poland,Lower Silesia,12047617,Europe/Warsaw
Rejon placu Grunwaldzkiego,Poland,Lower Silesia,12047623,Europe/Warsaw
Rejon ulicy Traugutta,Poland,Lower Silesia,12047628,Europe/Warsaw
Kozanów,Poland,Lower Silesia,12047636,Europe/Warsaw
Rejon placu Świętego Macieja,Poland,Lower Silesia,12047644,Europe/Warsaw
Różanka-Polanka,Poland,Lower Silesia,12047651,Europe/Warsaw
Orunia Górna-Gdańsk Południe,Poland,Pomerania,13100477,Europe/Warsaw
Saint-Pierre,Saint Pierre and Miquelon,Saint-Pierre,3424934,America/Miquelon
Adamstown,Pitcairn,,4030723,Pacific/Pitcairn
Aguadilla,Puerto Rico,Aguadilla,4562506,America/Puerto_Rico
Arecibo,Puerto Rico,Arecibo,4562635,America/Puerto_Rico
Barceloneta,Puerto Rico,Barceloneta,4562768,America/Puerto_Rico
Bayamón,Puerto Rico,Bayamon,4562831,America/Puerto_Rico
Caguas,Puerto Rico,Caguas,4563008,America/Puerto_Rico
Candelaria,Puerto Rico,Toa Baja,4563122,America/Puerto_Rico
Carolina,Puerto Rico,Carolina,4563243,America/Puerto_Rico
Cataño,Puerto Rico,Catano,4563298,America/Puerto_Rico
Cayey,Puerto Rico,Cayey,4563308,America/Puerto_Rico
Fajardo,Puerto Rico,Fajardo,4564946,America/Puerto_Rico
Guayama,Puerto Rico,Guayama,4565105,America/Puerto_Rico
Guaynabo,Puerto Rico,Guaynabo,4565119,America/Puerto_Rico
Humacao,Puerto Rico,Humacao,4565564,America/Puerto_Rico
Levittown,Puerto Rico,Toa Baja,4566002,America/Puerto_Rico
Manatí,Puerto Rico,Manati,4566137,America/Puerto_Rico
Mayagüez,Puerto Rico,Mayagueez,4566385,America/Puerto_Rico
Ponce,Puerto Rico,Ponce,4566880,America/Puerto_Rico
San Juan,Puerto Rico,San Juan,4568127,America/Puerto_Rico
Trujillo Alto,Puerto Rico,Trujillo Alto,4568451,America/Puerto_Rico
Vega Baja,Puerto Rico,Vega Baja,4568533,America/Puerto_Rico
Yauco,Puerto Rico,Yauco,4568917,America/Puerto_Rico
Rafaḩ,"Palestine, State of",Gaza Strip,281102,Asia/Gaza
An Nuşayrāt,"Palestine, State of",Gaza Strip,281109,Asia/Gaza
Khān Yūnis,"Palestine, State of",Gaza Strip,281124,Asia/Gaza
Jabālyā,"Palestine, State of",Gaza Strip,281129,Asia/Gaza
Gaza,"Palestine, State of",Gaza Strip,281133,Asia/Gaza
Dayr al Balaḩ,"Palestine, State of",Gaza Strip,281141,Asia/Gaza
Bayt Lāhyā,"Palestine, State of",Gaza Strip,281145,Asia/Gaza
Bayt Ḩānūn,"Palestine, State of",Gaza Strip,281146,Asia/Gaza
Banī Suhaylā,"Palestine, State of",Gaza Strip,281148,Asia/Gaza
Al Burayj,"Palestine, State of",Gaza Strip,281161,Asia/Gaza
‘Abasān al Kabīrah,"Palestine, State of",Gaza Strip,281165,Asia/Gaza
Yaţţā,"Palestine, State of",West Bank,281292,Asia/Hebron
Ţūlkarm,"Palestine, State of",West Bank,281577,Asia/Hebron
Ţūbās,"Palestine, State of",West Bank,281581,Asia/Hebron
Surif City,"Palestine, State of",West Bank,281715,Asia/Hebron
Sa‘īr,"Palestine, State of",West Bank,281793,Asia/Hebron
Ramallah,"Palestine, State of",West Bank,282239,Asia/Hebron
Qalqīlyah,"Palestine, State of",West Bank,282457,Asia/Hebron
Qabāţīyah,"Palestine, State of",West Bank,282476,Asia/Hebron
Nablus,"Palestine, State of",West Bank,282615,Asia/Hebron
Ma‘ale Adummim,"Palestine, State of",West Bank,282993,Asia/Jerusalem
Janīn,"Palestine, State of",West Bank,283506,Asia/Hebron
Idhnā,"Palestine, State of",West Bank,283621,Asia/Hebron
Ḩalḩūl,"Palestine, State of",West Bank,283806,Asia/Hebron
Dūrā,"Palestine, State of",West Bank,284011,Asia/Hebron
Bethlehem,"Palestine, State of",West Bank,284315,Asia/Hebron
Bayt Jālā,"Palestine, State of",West Bank,284324,Asia/Hebron
Bayt Ḩanīnā,"Palestine, State of",West Bank,284335,Asia/Hebron
Battir,"Palestine, State of",West Bank,284375,Asia/Jerusalem
Banī Na‘īm,"Palestine, State of",West Bank,284431,Asia/Hebron
Balāţah,"Palestine, State of",West Bank,284446,Asia/Hebron
Az̧ Z̧āhirīyah,"Palestine, State of",West Bank,284486,Asia/Hebron
‘Aţārūt,"Palestine, State of",West Bank,284572,Asia/Hebron
As Samū‘,"Palestine, State of",West Bank,284583,Asia/Hebron
Ar Rām wa Ḑāḩiyat al Barīd,"Palestine, State of",West Bank,284890,Asia/Hebron
Jericho,"Palestine, State of",West Bank,284899,Asia/Hebron
Al Yāmūn,"Palestine, State of",West Bank,284999,Asia/Hebron
Hebron,"Palestine, State of",West Bank,285066,Asia/Hebron
Al Bīrah,"Palestine, State of",West Bank,285108,Asia/Hebron
Al ‘Ayzarīyah,"Palestine, State of",West Bank,285111,Asia/Hebron
Old City,"Palestine, State of",West Bank,6945291,Asia/Hebron
Al Qarārah,"Palestine, State of",Gaza Strip,6967865,Asia/Gaza
Az Zuwāydah,"Palestine, State of",Gaza Strip,6967990,Asia/Gaza
East Jerusalem,"Palestine, State of",West Bank,7303419,Asia/Hebron
Vila Franca de Xira,Portugal,Lisbon,2261639,Europe/Lisbon
Vialonga,Portugal,Lisbon,2261697,Europe/Lisbon
Torres Vedras,Portugal,Lisbon,2262581,Europe/Lisbon
Torres Novas,Portugal,Santarem,2262582,Europe/Lisbon
Tomar,Portugal,Santarem,2262644,Europe/Lisbon
Tavira,Portugal,Faro,2262744,Europe/Lisbon
Sintra,Portugal,Lisbon,2262912,Europe/Lisbon
Sesimbra,Portugal,Setubal,2262957,Europe/Lisbon
Setúbal,Portugal,Setubal,2262963,Europe/Lisbon
Sete Rios,Portugal,Lisbon,2262968,Europe/Lisbon
São Martinho,Portugal,Madeira,2263284,Atlantic/Madeira
São João da Talha,Portugal,Lisbon,2263326,Europe/Lisbon
São Domingos de Rana,Portugal,Lisbon,2263352,Europe/Lisbon
Santo António,Portugal,Madeira,2263432,Atlantic/Madeira
Santarém,Portugal,Santarem,2263480,Europe/Lisbon
Santa Iria da Azóia,Portugal,Lisbon,2263523,Europe/Lisbon
Sacavém,Portugal,Lisbon,2263667,Europe/Lisbon
Rio de Mouro,Portugal,Lisbon,2263827,Europe/Lisbon
Ramada,Portugal,Lisbon,2264087,Europe/Lisbon
Queluz,Portugal,Lisbon,2264268,Europe/Lisbon
Quelfes,Portugal,Faro,2264269,Europe/Lisbon
Quarteira,Portugal,Faro,2264299,Europe/Lisbon
Póvoa de Santa Iria,Portugal,Lisbon,2264359,Europe/Lisbon
Porto de Mós,Portugal,Faro,2264428,Europe/Lisbon
Portimão,Portugal,Faro,2264456,Europe/Lisbon
Portalegre,Portugal,Portalegre,2264508,Europe/Lisbon
Pontinha,Portugal,Lisbon,2264526,Europe/Lisbon
Pombal,Portugal,Leiria,2264575,Europe/Lisbon
Pinhal Novo,Portugal,Setubal,2264718,Europe/Lisbon
Piedade,Portugal,Setubal,2264736,Europe/Lisbon
Peniche,Portugal,Leiria,2264923,Europe/Lisbon
Parede,Portugal,Lisbon,2265169,Europe/Lisbon
Palmela,Portugal,Setubal,2265223,Europe/Lisbon
Paço de Arcos,Portugal,Lisbon,2265326,Europe/Lisbon
Olival,Portugal,Lisbon,2265428,Europe/Lisbon
Olivais,Portugal,Lisbon,2265432,Europe/Lisbon
Olhão,Portugal,Faro,2265447,Europe/Lisbon
Oeiras,Portugal,Lisbon,2265464,Europe/Lisbon
Odivelas,Portugal,Lisbon,2265467,Europe/Lisbon
Moscavide e Portela,Portugal,Lisbon,2265726,Europe/Lisbon
Montijo,Portugal,Setubal,2265788,Europe/Lisbon
Monte Estoril,Portugal,Lisbon,2265927,Europe/Lisbon
Monsanto,Portugal,Santarem,2266249,Europe/Lisbon
Moita,Portugal,Setubal,2266319,Europe/Lisbon
Massamá,Portugal,Lisbon,2266621,Europe/Lisbon
Marvila,Portugal,Lisbon,2266629,Europe/Lisbon
Marinha Grande,Portugal,Leiria,2266703,Europe/Lisbon
Lumiar,Portugal,Lisbon,2266940,Europe/Lisbon
Loures,Portugal,Lisbon,2266977,Europe/Lisbon
Loulé,Portugal,Faro,2266988,Europe/Lisbon
Lisbon,Portugal,Lisbon,2267057,Europe/Lisbon
Linda-a-Velha,Portugal,Lisbon,2267067,Europe/Lisbon
Leiria,Portugal,Leiria,2267095,Europe/Lisbon
Lavradio,Portugal,Setubal,2267112,Europe/Lisbon
Laranjeiro,Portugal,Faro,2267131,Europe/Lisbon
Laranjeiro,Portugal,Setubal,2267141,Europe/Lisbon
Lagos,Portugal,Faro,2267226,Europe/Lisbon
Funchal,Portugal,Madeira,2267827,Atlantic/Madeira
Faro,Portugal,Faro,2268339,Europe/Lisbon
Falagueira,Portugal,Lisbon,2268373,Europe/Lisbon
Évora,Portugal,Evora,2268406,Europe/Lisbon
Estoril,Portugal,Lisbon,2268436,Europe/Lisbon
Entroncamento,Portugal,Santarem,2268575,Europe/Lisbon
Damaia,Portugal,Lisbon,2268728,Europe/Lisbon
Corroios,Portugal,Setubal,2269041,Europe/Lisbon
Charneca de Caparica,Portugal,Setubal,2269282,Europe/Lisbon
Castelo Branco,Portugal,Castelo Branco,2269514,Europe/Lisbon
Cascais,Portugal,Lisbon,2269594,Europe/Lisbon
Carnide,Portugal,Lisbon,2270148,Europe/Lisbon
Carnaxide,Portugal,Lisbon,2270157,Europe/Lisbon
Carcavelos,Portugal,Lisbon,2270184,Europe/Lisbon
Caparica,Portugal,Setubal,2270229,Europe/Lisbon
Caniço,Portugal,Madeira,2270258,Atlantic/Madeira
Campo Grande,Portugal,Lisbon,2270339,Europe/Lisbon
Camarate,Portugal,Lisbon,2270377,Europe/Lisbon
Câmara de Lobos,Portugal,Madeira,2270380,Atlantic/Madeira
Caldas da Rainha,Portugal,Leiria,2270437,Europe/Lisbon
Cacém,Portugal,Lisbon,2270503,Europe/Lisbon
